"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007475","GO:0007475","apposition of dorsal and ventral imaginal disc-derived wing surfaces","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"mew",1
"GO:0007621","GO:0007621","negative regulation of female receptivity","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Acp36DE",1
"GO:0008348","GO:0008348","negative regulation of antimicrobial humoral response","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"dnr1",1
"GO:0008594","GO:0008594","photoreceptor cell morphogenesis","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"cnn",1
"GO:0010332","GO:0010332","response to gamma radiation","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"hid",1
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Svil",1
"GO:0034284","GO:0034284","response to monosaccharide","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Ilp2",1
"GO:0045751","GO:0045751","negative regulation of Toll signaling pathway","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Spn27A",1
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Zw10",1
"GO:0046128","GO:0046128","purine ribonucleoside metabolic process","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Adgf-B",1
"GO:0046173","GO:0046173","polyol biosynthetic process","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"CG12116",1
"GO:0046668","GO:0046668","regulation of retinal cell programmed cell death","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"klu",1
"GO:0046669","GO:0046669","regulation of compound eye retinal cell programmed cell death","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"klu",1
"GO:0050905","GO:0050905","neuromuscular process","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Trpgamma",1
"GO:0051642","GO:0051642","centrosome localization","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"numb",1
"GO:0055070","GO:0055070","copper ion homeostasis","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Pdfr",1
"GO:0061842","GO:0061842","microtubule organizing center localization","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"numb",1
"GO:1990928","GO:1990928","response to amino acid starvation","1/541","17/10683",0.586932343098193,0.586932343098193,0.727903433358209,"Ilp2",1
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","8/541","163/10683",0.587657303217664,0.587657303217664,0.728396950243726,"ed/fz/Btk29A/cnn/CG11298/Fhos/stai/Svil",8
"GO:0051248","GO:0051248","negative regulation of protein metabolic process","9/541","184/10683",0.591229027661902,0.591229027661902,0.731461498197616,"heph/msi/kek1/apt/Spn27A/tut/bru2/bru3/Spn42Da",9
"GO:0001666","GO:0001666","response to hypoxia","3/541","60/10683",0.591981196298436,0.591981196298436,0.731461498197616,"msi/Hsp70Ba/Gyc88E",3
"GO:0033865","GO:0033865","nucleoside bisphosphate metabolic process","3/541","60/10683",0.591981196298436,0.591981196298436,0.731461498197616,"FarO/CG7024/Ppcs",3
"GO:0033875","GO:0033875","ribonucleoside bisphosphate metabolic process","3/541","60/10683",0.591981196298436,0.591981196298436,0.731461498197616,"FarO/CG7024/Ppcs",3
"GO:0034032","GO:0034032","purine nucleoside bisphosphate metabolic process","3/541","60/10683",0.591981196298436,0.591981196298436,0.731461498197616,"FarO/CG7024/Ppcs",3
"GO:0007030","GO:0007030","Golgi organization","4/541","81/10683",0.592428504542095,0.592428504542095,0.731461498197616,"Zw10/cnn/CG10738/loj",4
"GO:0022604","GO:0022604","regulation of cell morphogenesis","4/541","81/10683",0.592428504542095,0.592428504542095,0.731461498197616,"ed/tsl/ttk/Fhos",4
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","5/541","102/10683",0.594108114984321,0.594108114984321,0.732121339268468,"Rph/unc-13-4A/Dysb/Sytbeta/Esyt2",5
"GO:0099504","GO:0099504","synaptic vesicle cycle","5/541","102/10683",0.594108114984321,0.594108114984321,0.732121339268468,"Rph/unc-13-4A/Dysb/Sytbeta/Esyt2",5
"GO:0035148","GO:0035148","tube formation","2/541","39/10683",0.594606393005589,0.594606393005589,0.732121339268468,"Mmp2/trh",2
"GO:0045807","GO:0045807","positive regulation of endocytosis","2/541","39/10683",0.594606393005589,0.594606393005589,0.732121339268468,"numb/inaC",2
"GO:0051261","GO:0051261","protein depolymerization","2/541","39/10683",0.594606393005589,0.594606393005589,0.732121339268468,"stai/Svil",2
"GO:0050803","GO:0050803","regulation of synapse structure or activity","9/541","185/10683",0.597803959373502,0.597803959373502,0.735023515426184,"Ten-m/Spn/gbb/Dysb/Octbeta1R/DIP-gamma/ppk30/metro/dpr11",9
"GO:0044087","GO:0044087","regulation of cellular component biogenesis","14/541","288/10683",0.602351339253188,0.602351339253188,0.735023515426184,"fz/Btk29A/N/Galphaf/Spn/cnn/gbb/Mmp2/Octbeta1R/metro/kug/Flo2/Fhos/Svil",14
"GO:0008356","GO:0008356","asymmetric cell division","5/541","103/10683",0.602838694402808,0.602838694402808,0.735023515426184,"fz/numb/pros/N/cnn",5
"GO:0007043","GO:0007043","cell-cell junction assembly","3/541","61/10683",0.60329615447254,0.60329615447254,0.735023515426184,"Lac/sns/mesh",3
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","6/541","124/10683",0.604319388725518,0.604319388725518,0.735023515426184,"Zw10/N/APC7/timeout/pch2/Invadolysin",6
"GO:0007162","GO:0007162","negative regulation of cell adhesion","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"N",1
"GO:0007400","GO:0007400","neuroblast fate determination","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"N",1
"GO:0007586","GO:0007586","digestion","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"Tk",1
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"AstC",1
"GO:0009312","GO:0009312","oligosaccharide biosynthetic process","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"fbp",1
"GO:0010454","GO:0010454","negative regulation of cell fate commitment","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"ed",1
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"MFS3",1
"GO:0018198","GO:0018198","peptidyl-cysteine modification","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"CG5196",1
"GO:0034333","GO:0034333","adherens junction assembly","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"sns",1
"GO:0042398","GO:0042398","cellular modified amino acid biosynthetic process","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"Fpgs",1
"GO:0046348","GO:0046348","amino sugar catabolic process","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"Cht6",1
"GO:0046628","GO:0046628","positive regulation of insulin receptor signaling pathway","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"melt",1
"GO:0048072","GO:0048072","compound eye pigmentation","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"arr",1
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"pch2",1
"GO:0090175","GO:0090175","regulation of establishment of planar polarity","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"ed",1
"GO:0120009","GO:0120009","intermembrane lipid transfer","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"CG30339",1
"GO:1900078","GO:1900078","positive regulation of cellular response to insulin stimulus","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"melt",1
"GO:1901018","GO:1901018","positive regulation of potassium ion transmembrane transporter activity","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"eag",1
"GO:1901072","GO:1901072","glucosamine-containing compound catabolic process","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"Cht6",1
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"CG10257",1
"GO:2001251","GO:2001251","negative regulation of chromosome organization","1/541","18/10683",0.607883927795725,0.607883927795725,0.735023515426184,"Zw10",1
"GO:0006986","GO:0006986","response to unfolded protein","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"Hsp68/Hsp70Ba",2
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"eag/Neto",2
"GO:0032409","GO:0032409","regulation of transporter activity","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"eag/Neto",2
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"eag/Neto",2
"GO:0043270","GO:0043270","positive regulation of ion transport","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"eag/CG34402",2
"GO:0045861","GO:0045861","negative regulation of proteolysis","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"Spn27A/Spn42Da",2
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"SoxN/Mmp2",2
"GO:0120192","GO:0120192","tight junction assembly","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"Lac/mesh",2
"GO:0120193","GO:0120193","tight junction organization","2/541","40/10683",0.608513324349523,0.608513324349523,0.735023515426184,"Lac/mesh",2
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","3/541","62/10683",0.614402145447279,0.614402145447279,0.741332576704363,"Zw10/timeout/pch2",3
"GO:0032386","GO:0032386","regulation of intracellular transport","3/541","62/10683",0.614402145447279,0.614402145447279,0.741332576704363,"rho/CG17597/rdx",3
"GO:0006006","GO:0006006","glucose metabolic process","2/541","41/10683",0.622054487487843,0.622054487487843,0.749348037644403,"fbp/sNPF",2
"GO:0038202","GO:0038202","TORC1 signaling","2/541","41/10683",0.622054487487843,0.622054487487843,0.749348037644403,"melt/PVRAP",2
"GO:0051298","GO:0051298","centrosome duplication","2/541","41/10683",0.622054487487843,0.622054487487843,0.749348037644403,"cnn/Invadolysin",2
"GO:0036293","GO:0036293","response to decreased oxygen levels","3/541","63/10683",0.625297016981495,0.625297016981495,0.750153155389561,"msi/Hsp70Ba/Gyc88E",3
"GO:0007279","GO:0007279","pole cell formation","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"cnn",1
"GO:0008103","GO:0008103","oocyte microtubule cytoskeleton polarization","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"heph",1
"GO:0018200","GO:0018200","peptidyl-glutamic acid modification","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"TTLL3A",1
"GO:0032272","GO:0032272","negative regulation of protein polymerization","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"Svil",1
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"MFS3",1
"GO:0034502","GO:0034502","protein localization to chromosome","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"brk",1
"GO:0034661","GO:0034661","ncRNA catabolic process","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"Trf4-2",1
"GO:0043268","GO:0043268","positive regulation of potassium ion transport","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"eag",1
"GO:0043279","GO:0043279","response to alkaloid","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"Cyp6a2",1
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"erm",1
"GO:0060537","GO:0060537","muscle tissue development","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"rst",1
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"pyr",1
"GO:0072089","GO:0072089","stem cell proliferation","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"Mmp2",1
"GO:1901381","GO:1901381","positive regulation of potassium ion transmembrane transport","1/541","19/10683",0.627774672761737,0.627774672761737,0.750153155389561,"eag",1
"GO:0008088","GO:0008088","axo-dendritic transport","2/541","42/10683",0.635231195857144,0.635231195857144,0.755725775241849,"pk/stai",2
"GO:0022406","GO:0022406","membrane docking","2/541","42/10683",0.635231195857144,0.635231195857144,0.755725775241849,"CG15399/Esyt2",2
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","2/541","42/10683",0.635231195857144,0.635231195857144,0.755725775241849,"SoxN/Mmp2",2
"GO:0098657","GO:0098657","import into cell","2/541","42/10683",0.635231195857144,0.635231195857144,0.755725775241849,"JhI-21/Irk3",2
"GO:0140056","GO:0140056","organelle localization by membrane tethering","2/541","42/10683",0.635231195857144,0.635231195857144,0.755725775241849,"CG15399/Esyt2",2
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","2/541","42/10683",0.635231195857144,0.635231195857144,0.755725775241849,"melt/Tl",2
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","5/541","107/10683",0.636667338166553,0.636667338166553,0.755725775241849,"ed/fz/Btk29A/Fhos/Svil",5
"GO:0015849","GO:0015849","organic acid transport","4/541","86/10683",0.639867772328511,0.639867772328511,0.755725775241849,"JhI-21/CG13743/ChT/CG34402",4
"GO:0044770","GO:0044770","cell cycle phase transition","7/541","150/10683",0.641945886936937,0.641945886936937,0.755725775241849,"kay/Zw10/N/APC7/timeout/pch2/Invadolysin",7
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","3/541","65/10683",0.646447066380862,0.646447066380862,0.755725775241849,"Rab3-GEF/sNPF/rdx",3
"GO:0000272","GO:0000272","polysaccharide catabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Ilp2",1
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"CG5071",1
"GO:0002921","GO:0002921","negative regulation of humoral immune response","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"dnr1",1
"GO:0005980","GO:0005980","glycogen catabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Ilp2",1
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"ND-51L2",1
"GO:0006476","GO:0006476","protein deacetylation","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"CG31875",1
"GO:0006727","GO:0006727","ommochrome biosynthetic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"kar",1
"GO:0007076","GO:0007076","mitotic chromosome condensation","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Invadolysin",1
"GO:0008055","GO:0008055","ocellus pigment biosynthetic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"kar",1
"GO:0009251","GO:0009251","glucan catabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Ilp2",1
"GO:0009410","GO:0009410","response to xenobiotic stimulus","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Ugt36E1",1
"GO:0009453","GO:0009453","energy taxis","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Nmdar1",1
"GO:0009744","GO:0009744","response to sucrose","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Dop1R1",1
"GO:0009826","GO:0009826","unidimensional cell growth","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"arr",1
"GO:0016575","GO:0016575","histone deacetylation","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"CG31875",1
"GO:0018345","GO:0018345","protein palmitoylation","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"CG5196",1
"GO:0031145","GO:0031145","anaphase-promoting complex-dependent catabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"APC7",1
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Ilp2",1
"GO:0033060","GO:0033060","ocellus pigmentation","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"kar",1
"GO:0035099","GO:0035099","hemocyte migration","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Pvf3",1
"GO:0042278","GO:0042278","purine nucleoside metabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Adgf-B",1
"GO:0042331","GO:0042331","phototaxis","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Nmdar1",1
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"hid",1
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Ilp2",1
"GO:0046152","GO:0046152","ommochrome metabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"kar",1
"GO:0046158","GO:0046158","ocellus pigment metabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"kar",1
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"inaC",1
"GO:0070873","GO:0070873","regulation of glycogen metabolic process","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Ilp2",1
"GO:0071684","GO:0071684","organism emergence from protective structure","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Neto",1
"GO:0110020","GO:0110020","regulation of actomyosin structure organization","1/541","20/10683",0.646658196958652,0.646658196958652,0.755725775241849,"Fhos",1
"GO:0001703","GO:0001703","gastrulation with mouth forming first","2/541","43/10683",0.648045566718495,0.648045566718495,0.755725775241849,"tld/tsl",2
"GO:0010004","GO:0010004","gastrulation involving germ band extension","2/541","43/10683",0.648045566718495,0.648045566718495,0.755725775241849,"tld/tsl",2
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","2/541","43/10683",0.648045566718495,0.648045566718495,0.755725775241849,"melt/Tl",2
"GO:0051964","GO:0051964","negative regulation of synapse assembly","2/541","43/10683",0.648045566718495,0.648045566718495,0.755725775241849,"Spn/Octbeta1R",2
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","2/541","43/10683",0.648045566718495,0.648045566718495,0.755725775241849,"cnn/Fhos",2
"GO:1905809","GO:1905809","negative regulation of synapse organization","2/541","43/10683",0.648045566718495,0.648045566718495,0.755725775241849,"Spn/Octbeta1R",2
"GO:0008358","GO:0008358","maternal determination of anterior/posterior axis, embryo","4/541","87/10683",0.648911188046385,0.648911188046385,0.756339240357019,"grk/tsl/mon2/tej",4
"GO:0065009","GO:0065009","regulation of molecular function","19/541","401/10683",0.652629524923253,0.652629524923253,0.760275310910375,"eag/ttk/tup/ush/hid/pros/Ret/cutlet/kek1/melt/Oamb/Spn27A/NPFR/tbc/Epac/Invadolysin/Slob/Spn42Da/Neto",19
"GO:0051129","GO:0051129","negative regulation of cellular component organization","7/541","152/10683",0.6556847941978,0.6556847941978,0.763420221691033,"pros/Zw10/Spn/Mmp2/Octbeta1R/pch2/Svil",7
"GO:0032271","GO:0032271","regulation of protein polymerization","3/541","66/10683",0.65670013587997,0.65670013587997,0.763420221691033,"Btk29A/cnn/Svil",3
"GO:1903825","GO:1903825","organic acid transmembrane transport","3/541","66/10683",0.65670013587997,0.65670013587997,0.763420221691033,"JhI-21/CG13743/ChT",3
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","3/541","66/10683",0.65670013587997,0.65670013587997,0.763420221691033,"JhI-21/CG13743/ChT",3
"GO:0042052","GO:0042052","rhabdomere development","2/541","44/10683",0.660500436667992,0.660500436667992,0.766637735656988,"eys/mbl",2
"GO:0042593","GO:0042593","glucose homeostasis","2/541","44/10683",0.660500436667992,0.660500436667992,0.766637735656988,"ey/Ilp2",2
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","2/541","44/10683",0.660500436667992,0.660500436667992,0.766637735656988,"Spn/Octbeta1R",2
"GO:0051130","GO:0051130","positive regulation of cellular component organization","12/541","258/10683",0.661390498668772,0.661390498668772,0.766982675784285,"fz/numb/pk/inaC/cnn/gbb/APC7/Hr51/Invadolysin/kug/Flo2/Fhos",12
"GO:0000154","GO:0000154","rRNA modification","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"RluA-2",1
"GO:0006030","GO:0006030","chitin metabolic process","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"Cht6",1
"GO:0007019","GO:0007019","microtubule depolymerization","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"stai",1
"GO:0007280","GO:0007280","pole cell migration","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"byn",1
"GO:0007370","GO:0007370","ventral furrow formation","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"tsl",1
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"ATPsynCF6L",1
"GO:0016239","GO:0016239","positive regulation of macroautophagy","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"hid",1
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"N",1
"GO:0045792","GO:0045792","negative regulation of cell size","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"CG10738",1
"GO:0050688","GO:0050688","regulation of defense response to virus","1/541","21/10683",0.664585414012517,0.664585414012517,0.766982675784285,"Toll-7",1
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","4/541","89/10683",0.666541858385389,0.666541858385389,0.768670167515747,"SoxN/Mmp2/dlp/otk2",4
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","3/541","67/10683",0.666737819214746,0.666737819214746,0.768670167515747,"CG3788/Adgf-B/Cht6",3
"GO:0032482","GO:0032482","Rab protein signal transduction","2/541","45/10683",0.672599283616706,0.672599283616706,0.774144750775923,"Rab27/Rab3-GEF",2
"GO:1900426","GO:1900426","positive regulation of defense response to bacterium","2/541","45/10683",0.672599283616706,0.672599283616706,0.774144750775923,"kay/ush",2
"GO:1904062","GO:1904062","regulation of cation transmembrane transport","2/541","45/10683",0.672599283616706,0.672599283616706,0.774144750775923,"eag/Neto",2
"GO:0032886","GO:0032886","regulation of microtubule-based process","3/541","68/10683",0.676560010344835,0.676560010344835,0.774144750775923,"cnn/CG11298/stai",3
"GO:0033044","GO:0033044","regulation of chromosome organization","3/541","68/10683",0.676560010344835,0.676560010344835,0.774144750775923,"Zw10/APC7/Invadolysin",3
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"kek1",1
"GO:0016199","GO:0016199","axon midline choice point recognition","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"Trim9",1
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"kug",1
"GO:0030488","GO:0030488","tRNA methylation","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"CG9596",1
"GO:0032508","GO:0032508","DNA duplex unwinding","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"Mcm6",1
"GO:0034285","GO:0034285","response to disaccharide","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"Dop1R1",1
"GO:0034637","GO:0034637","cellular carbohydrate biosynthetic process","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"fbp",1
"GO:0042246","GO:0042246","tissue regeneration","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"rdo",1
"GO:0051299","GO:0051299","centrosome separation","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"Invadolysin",1
"GO:0051453","GO:0051453","regulation of intracellular pH","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"Ndae1",1
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"sNPF",1
"GO:0072348","GO:0072348","sulfur compound transport","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"CG4743",1
"GO:0072523","GO:0072523","purine-containing compound catabolic process","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"Adgf-B",1
"GO:0090307","GO:0090307","mitotic spindle assembly","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"RacGAP84C",1
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"Svil",1
"GO:1902742","GO:1902742","apoptotic process involved in development","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"hid",1
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"N",1
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"ed",1
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"N",1
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"hid",1
"GO:2001259","GO:2001259","positive regulation of cation channel activity","1/541","22/10683",0.681604668469395,0.681604668469395,0.774144750775923,"eag",1
"GO:0009100","GO:0009100","glycoprotein metabolic process","7/541","156/10683",0.682197472555378,0.682197472555378,0.774144750775923,"O-fut2/CG4341/CG1827/FucTA/CG3655/Pgant9/CG31690",7
"GO:0006486","GO:0006486","protein glycosylation","5/541","113/10683",0.683956915156588,0.683956915156588,0.774144750775923,"O-fut2/CG4341/FucTA/Pgant9/CG31690",5
"GO:0043413","GO:0043413","macromolecule glycosylation","5/541","113/10683",0.683956915156588,0.683956915156588,0.774144750775923,"O-fut2/CG4341/FucTA/Pgant9/CG31690",5
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","5/541","113/10683",0.683956915156588,0.683956915156588,0.774144750775923,"fz/Btk29A/cnn/Fhos/Svil",5
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","2/541","46/10683",0.684346154803356,0.684346154803356,0.774144750775923,"fbp/CG13937",2
"GO:0018208","GO:0018208","peptidyl-proline modification","2/541","46/10683",0.684346154803356,0.684346154803356,0.774144750775923,"CG5071/PH4alphaNE1",2
"GO:0035075","GO:0035075","response to ecdysone","2/541","46/10683",0.684346154803356,0.684346154803356,0.774144750775923,"fkh/hid",2
"GO:0036314","GO:0036314","response to sterol","2/541","46/10683",0.684346154803356,0.684346154803356,0.774144750775923,"fkh/hid",2
"GO:0043297","GO:0043297","apical junction assembly","2/541","46/10683",0.684346154803356,0.684346154803356,0.774144750775923,"Lac/mesh",2
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","2/541","46/10683",0.684346154803356,0.684346154803356,0.774144750775923,"cnn/Fhos",2
